"unitid","institution name","year","HD2017.Institution size category","DRVEF2017_RV.Total  enrollment","DRVEF2017_RV.Full-time enrollment","DRVEF2017_RV.Part-time enrollment","DRVEF2017_RV.Full-time equivalent fall enrollment","DRVEF2017_RV.Undergraduate enrollment","DRVEF2017_RV.First-time degree/certificate-seeking undergraduate enrollment","DRVEF2017_RV.Transfer-in degree/certificate-seeking undergraduate enrollment","DRVEF2017_RV.Continuing degree/certificate-seeking undergraduate enrollment","DRVEF2017_RV.Nondegree/certificate-seeking undergraduate enrollment","DRVEF2017_RV.Graduate enrollment","DRVEF2017_RV.Full-time undergraduate enrollment","DRVEF2017_RV.Full-time first-time degree/certificate-seeking undergraduate enrollment","DRVEF2017_RV.Full-time transfer-in degree/certificate-seeking undergraduate enrollment","DRVEF2017_RV.Full-time continuing degree/certificate-seeking undergraduate enrollment","DRVEF2017_RV.Full-time nondegree/certificate-seeking undergraduate enrollment","DRVEF2017_RV.Full-time graduate enrollment","DRVEF2017_RV.Part-time undergraduate enrollment","DRVEF2017_RV.Part-time first-time degree/certificate-seeking undergraduate enrollment","DRVEF2017_RV.Part-time transfer-in degree/certificate-seeking undergraduate enrollment","DRVEF2017_RV.Part-time continuing degree/certificate-seeking undergraduate enrollment","DRVEF2017_RV.Part-time nondegree/certificate-seeking undergraduate enrollment","DRVEF2017_RV.Part-time graduate enrollment","DRVEF2017_RV.Percent of total enrollment that are American Indian or Alaska Native","DRVEF2017_RV.Percent of total enrollment that are Asian","DRVEF2017_RV.Percent of total enrollment that are Black or African American","DRVEF2017_RV.Percent of total enrollment that are Hispanic/Latino","DRVEF2017_RV.Percent of total enrollment that are Native Hawaiian or Other Pacific Islander","DRVEF2017_RV.Percent of total enrollment that are White","DRVEF2017_RV.Percent of total enrollment that are two or more races","DRVEF2017_RV.Percent of total enrollment that are Race/ethnicity unknown","DRVEF2017_RV.Percent of total enrollment that are Nonresident Alien","DRVEF2017_RV.Percent of total enrollment that are Asian/Native Hawaiian/Pacific Islander","DRVEF2017_RV.Percent of total enrollment that are women","DRVEF2017_RV.Percent of undergraduate enrollment that are American Indian or Alaska Native","DRVEF2017_RV.Percent of undergraduate enrollment that are Asian","DRVEF2017_RV.Percent of undergraduate enrollment that are Black or African American","DRVEF2017_RV.Percent of undergraduate enrollment that are Hispanic/Latino","DRVEF2017_RV.Percent of undergraduate enrollment that are Native Hawaiian or Other Pacific Islander","DRVEF2017_RV.Percent of undergraduate enrollment that are White","DRVEF2017_RV.Percent of undergraduate enrollment that are two or more races","DRVEF2017_RV.Percent of undergraduate enrollment that are Race/ethnicity unknown","DRVEF2017_RV.Percent of undergraduate enrollment that are Nonresident Alien","DRVEF2017_RV.Percent of undergraduate enrollment that are Asian/Native Hawaiian/Pacific Islander","DRVEF2017_RV.Percent of undergraduate enrollment that are women","DRVEF2017_RV.Percent of graduate enrollment that are American Indian or Alaska Native","DRVEF2017_RV.Percent of graduate enrollment that are Asian","DRVEF2017_RV.Percent of graduate enrollment that are Black or African American","DRVEF2017_RV.Percent of graduate enrollment that are Hispanic/Latino","DRVEF2017_RV.Percent of graduate enrollment that are Native Hawaiian or Other Pacific Islander","DRVEF2017_RV.Percent of graduate enrollment that are White","DRVEF2017_RV.Percent of graduate enrollment that are two or more races","DRVEF2017_RV.Percent of graduate enrollment that are Race/ethnicity unknown","DRVEF2017_RV.Percent of graduate enrollment that are Nonresident Alien","DRVEF2017_RV.Percent of graduate enrollment that are Asian/Native Hawaiian/Pacific Islander","DRVEF2017_RV.Percent of graduate enrollment that are women","DRVEF2017_RV.Full-time, first-time, degree/certificate seeking undergraduates (GRS Cohort) as percent of all undergraduates","DRVEF2017_RV.Adult age (25-64) enrollment, all students","DRVEF2017_RV.Adult age (25-64) enrollment, undergraduate","DRVEF2017_RV.Adult age (25-64) enrollment, graduate","DRVEF2017_RV.Adult age (25-64) enrollment, full-time students","DRVEF2017_RV.Adult age (25-64) enrollment, full-time undergraduate","DRVEF2017_RV.Adult age (25-64) enrollment, full-time graduate","DRVEF2017_RV.Adult age (25-64) enrollment, part-time students","DRVEF2017_RV.Adult age (25-64) enrollment, part-time undergraduate","DRVEF2017_RV.Adult age (25-64) enrollment, part-time graduate","DRVEF2017_RV.Percent of undergraduate enrollment under 18","DRVEF2017_RV.Percent of undergraduate enrollment 18-24","DRVEF2017_RV.Percent of undergraduate enrollment, 25-64","DRVEF2017_RV.Percent of undergraduate enrollment over 65","DRVEF2017_RV.Percent of students enrolled exclusively in distance education courses","DRVEF2017_RV.Percent of students enrolled in some but not all distance education courses","DRVEF2017_RV.Percent of students not enrolled in any distance education courses","DRVEF2017_RV.Percent of undergraduate students enrolled exclusively in distance education courses","DRVEF2017_RV.Percent of undergraduate students enrolled in some but not all distance education courses","DRVEF2017_RV.Percent of undergraduate students not enrolled in any distance education courses","DRVEF2017_RV.Percent of graduate students enrolled exclusively in distance education courses","DRVEF2017_RV.Percent of graduate students enrolled in some but not all distance education courses","DRVEF2017_RV.Percent of graduate students not enrolled in any distance education courses","DRVEF2017_RV.Number of first-time undergraduates - in-state","DRVEF2017_RV.Percent of first-time undergraduates - in-state","DRVEF2017_RV.Number of first-time undergraduates - out-of-state","DRVEF2017_RV.Percent of first-time undergraduates - out-of-state","DRVEF2017_RV.Number of first-time undergraduates - foreign countries","DRVEF2017_RV.Percent of first-time undergraduates - foreign countries","DRVEF2017_RV.Number of first-time undergraduates - residence unknown","DRVEF2017_RV.Percent of first-time undergraduates - residence unknown","EF2017D_RV.Student-to-faculty ratio","XSTUFACR","HD2017.Institution size category","HD2017.FIPS state code","HD2017.Level of institution","HD2017.Control of institution","HD2017.Degree-granting status","HD2017.Degree of urbanization (Urban-centric locale)","HD2017.Postsecondary and Title IV institution indicator","HD2017.Institutional category"
"108667","College of Alameda","2017","5,000 - 9,999","5760","798","4962","2464","5760","728","901","2829","1302","0","798","212","78","428","80","0","4962","516","823","2401","1222","0","0","33","18","25","1","14","5","4","0","34","56","0","33","18","25","1","14","5","4","0","34","56",,,,,,,,,,,,"4","2224","2224","0","259","259","0","1965","1965","0","11","49","39","1","22","14","63","22","14","63",,,,,,,,,,,,"27","R","5,000 - 9,999","California","At least 2 but less than 4 years","Public","Degree-granting","Suburb: Large","Title IV postsecondary institution","Degree-granting, associate's and certificates"
"108807","Allan Hancock College","2017","10,000 - 19,999","11739","3189","8550","6060","11739","1507","674","7101","2457","0","3189","764","170","2192","63","0","8550","743","504","4909","2394","0","0","4","3","60","0","29","4","0","0","4","53","0","4","3","60","0","29","4","0","0","4","53",,,,,,,,,,,,"7","3759","3759","0","536","536","0","3223","3223","0","13","54","32","0","12","17","71","12","17","71",,,,,,,,,,,,"23","R","10,000 - 19,999","California","At least 2 but less than 4 years","Public","Degree-granting","City: Midsize","Title IV postsecondary institution","Degree-granting, associate's and certificates"
"109208","American River College","2017","20,000 and above","31858","6073","25785","14730","31858","3692","4239","21151","2776","0","6073","1274","513","3963","323","0","25785","2418","3726","17188","2453","0","1","11","8","25","1","40","5","9","0","12","46","1","11","8","25","1","40","5","9","0","12","46",,,,,,,,,,,,"4","16889","16889","0","1819","1819","0","15070","15070","0","2","44","53","1","12","15","74","12","15","74",,,,"3608","98","0","0","24","1","60","2","27","R","20,000 and above","California","At least 2 but less than 4 years","Public","Degree-granting","Suburb: Large","Title IV postsecondary institution","Degree-granting, associate's and certificates"
"109350","Antelope Valley Community College District","2017","10,000 - 19,999","14125","4031","10094","8104","14125","2105","750","9013","2257","0","4031","1094","258","2600","79","0","10094","1011","492","6413","2178","0","0","4","16","53","0","20","5","1","0","4","59","0","4","16","53","0","20","5","1","0","4","59",,,,,,,,,,,,"8","4832","4832","0","871","871","0","3961","3961","0","6","59","34","0","4","13","82","4","13","82",,,,"2081","99","13","1","11","1","0","0","24","R","10,000 - 19,999","California","Four or more years","Public","Degree-granting","Suburb: Large","Title IV postsecondary institution","Degree-granting, not primarily baccalaureate or above"
"109819","Bakersfield College","2017","20,000 and above","23195","6829","16366","13433","23195","3601","1129","13965","4500","0","6829","2043","364","4172","250","0","16366","1558","765","9793","4250","0","0","4","5","66","0","21","3","0","0","5","54","0","4","5","66","0","21","3","0","0","5","54",,,,,,,,,,,,"9","7227","7227","0","1179","1179","0","6048","6048","0","12","56","31","0","7","14","79","7","14","79",,,,"3591","100","9","0","0","0","1","0","31","R","20,000 and above","California","Four or more years","Public","Degree-granting","City: Large","Title IV postsecondary institution","Degree-granting, not primarily baccalaureate or above"
"109907","Barstow Community College","2017","1,000 - 4,999","3077","1252","1825","1865","3077","461","478","1823","315","0","1252","287","144","801","20","0","1825","174","334","1022","295","0","1","3","15","38","1","31","6","5","0","4","67","1","3","15","38","1","31","6","5","0","4","67",,,,,,,,,,,,"9","1468","1468","0","484","484","0","984","984","0","4","48","48","1","43","28","29","43","28","29",,,,"439","95","14","3","8","2","0","0","29","R","1,000 - 4,999","California","At least 2 but less than 4 years","Public","Degree-granting","Town: Distant","Title IV postsecondary institution","Degree-granting, associate's and certificates"
"110246","Butte College","2017","10,000 - 19,999","11386","4868","6518","7056","11386","1963","917","7308","1198","0","4868","1308","420","3140","0","0","6518","655","497","4168","1198","0","1","5","2","27","0","55","5","2","2","6","53","1","5","2","27","0","55","5","2","2","6","53",,,,,,,,,,,,"11","3472","3472","0","1052","1052","0","2420","2420","0","3","66","31","0","6","16","78","6","16","78",,,,,,,,,,,,"23","R","10,000 - 19,999","California","At least 2 but less than 4 years","Public","Degree-granting","Rural: Distant","Title IV postsecondary institution","Degree-granting, associate's and certificates"
"110334","Cabrillo College","2017","10,000 - 19,999","11836","4160","7676","6737","11836","1573","886","8097","1280","0","4160","942","287","2831","100","0","7676","631","599","5266","1180","0","0","3","1","44","0","44","5","1","1","3","54","0","3","1","44","0","44","5","1","1","3","54",,,,,,,,,,,,"8","4325","4325","0","766","766","0","3559","3559","0","5","56","37","2","9","30","61","9","30","61",,,,"1468","93","0","0","41","3","64","4","22","R","10,000 - 19,999","California","At least 2 but less than 4 years","Public","Degree-granting","Suburb: Midsize","Title IV postsecondary institution","Degree-granting, associate's and certificates"
"111434","Canada College","2017","5,000 - 9,999","6152","999","5153","2729","6152","698","954","3344","1156","0","999","257","72","638","32","0","5153","441","882","2706","1124","0","0","13","3","46","1","24","4","4","5","14","62","0","13","3","46","1","24","4","4","5","14","62",,,,,,,,,,,,"4","2701","2701","0","210","210","0","2491","2491","0","5","50","44","1","17","13","70","17","13","70",,,,"559","80","1","0","137","20","1","0","26","R","5,000 - 9,999","California","At least 2 but less than 4 years","Public","Degree-granting","Suburb: Large","Title IV postsecondary institution","Degree-granting, associate's and certificates"
"111461","College of the Canyons","2017","20,000 and above","20008","6438","13570","10994","20008","2528","1335","13965","2180","0","6438","1512","445","4324","157","0","13570","1016","890","9641","2023","0","0","10","5","47","0","31","2","2","1","10","47","0","10","5","47","0","31","2","2","1","10","47",,,,,,,,,,,,"8","7113","7113","0","879","879","0","6234","6234","0","7","57","36","0","9","22","68","9","22","68",,,,"2387","94","0","0","66","3","75","3","26","R","20,000 and above","California","At least 2 but less than 4 years","Public","Degree-granting","Suburb: Large","Title IV postsecondary institution","Degree-granting, associate's and certificates"
