"unitid","institution name","year","HD2015.Institution size category","DRVEF2015_RV.Total  enrollment","DRVEF2015_RV.Full-time enrollment","DRVEF2015_RV.Part-time enrollment","DRVEF2015_RV.Full-time equivalent fall enrollment","DRVEF2015_RV.Undergraduate enrollment","DRVEF2015_RV.First-time degree/certificate-seeking undergraduate enrollment","DRVEF2015_RV.Transfer-in degree/certificate-seeking undergraduate enrollment","DRVEF2015_RV.Continuing degree/certificate-seeking undergraduate enrollment","DRVEF2015_RV.Nondegree/certificate-seeking undergraduate enrollment","DRVEF2015_RV.Graduate enrollment","DRVEF2015_RV.Full-time undergraduate enrollment","DRVEF2015_RV.Full-time first-time degree/certificate-seeking undergraduate enrollment","DRVEF2015_RV.Full-time transfer-in degree/certificate-seeking undergraduate enrollment","DRVEF2015_RV.Full-time continuing degree/certificate-seeking undergraduate enrollment","DRVEF2015_RV.Full-time nondegree/certificate-seeking undergraduate enrollment","DRVEF2015_RV.Full-time graduate enrollment","DRVEF2015_RV.Part-time undergraduate enrollment","DRVEF2015_RV.Part-time first-time degree/certificate-seeking undergraduate enrollment","DRVEF2015_RV.Part-time transfer-in degree/certificate-seeking undergraduate enrollment","DRVEF2015_RV.Part-time continuing degree/certificate-seeking undergraduate enrollment","DRVEF2015_RV.Part-time nondegree/certificate-seeking undergraduate enrollment","DRVEF2015_RV.Part-time graduate enrollment","DRVEF2015_RV.Percent of total enrollment that are American Indian or Alaska Native","DRVEF2015_RV.Percent of total enrollment that are Asian","DRVEF2015_RV.Percent of total enrollment that are Black or African American","DRVEF2015_RV.Percent of total enrollment that are Hispanic/Latino","DRVEF2015_RV.Percent of total enrollment that are Native Hawaiian or Other Pacific Islander","DRVEF2015_RV.Percent of total enrollment that are White","DRVEF2015_RV.Percent of total enrollment that are two or more races","DRVEF2015_RV.Percent of total enrollment that are Race/ethnicity unknown","DRVEF2015_RV.Percent of total enrollment that are Nonresident Alien","DRVEF2015_RV.Percent of total enrollment that are Asian/Native Hawaiian/Pacific Islander","DRVEF2015_RV.Percent of total enrollment that are women","DRVEF2015_RV.Percent of undergraduate enrollment that are American Indian or Alaska Native","DRVEF2015_RV.Percent of undergraduate enrollment that are Asian","DRVEF2015_RV.Percent of undergraduate enrollment that are Black or African American","DRVEF2015_RV.Percent of undergraduate enrollment that are Hispanic/Latino","DRVEF2015_RV.Percent of undergraduate enrollment that are Native Hawaiian or Other Pacific Islander","DRVEF2015_RV.Percent of undergraduate enrollment that are White","DRVEF2015_RV.Percent of undergraduate enrollment that are two or more races","DRVEF2015_RV.Percent of undergraduate enrollment that are Race/ethnicity unknown","DRVEF2015_RV.Percent of undergraduate enrollment that are Nonresident Alien","DRVEF2015_RV.Percent of undergraduate enrollment that are Asian/Native Hawaiian/Pacific Islander","DRVEF2015_RV.Percent of undergraduate enrollment that are women","DRVEF2015_RV.Percent of graduate enrollment that are American Indian or Alaska Native","DRVEF2015_RV.Percent of graduate enrollment that are Asian","DRVEF2015_RV.Percent of graduate enrollment that are Black or African American","DRVEF2015_RV.Percent of graduate enrollment that are Hispanic/Latino","DRVEF2015_RV.Percent of graduate enrollment that are Native Hawaiian or Other Pacific Islander","DRVEF2015_RV.Percent of graduate enrollment that are White","DRVEF2015_RV.Percent of graduate enrollment that are two or more races","DRVEF2015_RV.Percent of graduate enrollment that are Race/ethnicity unknown","DRVEF2015_RV.Percent of graduate enrollment that are Nonresident Alien","DRVEF2015_RV.Percent of graduate enrollment that are Asian/Native Hawaiian/Pacific Islander","DRVEF2015_RV.Percent of graduate enrollment that are women","DRVEF2015_RV.Full-time, first-time, degree/certificate seeking undergraduates (GRS Cohort) as percent of all undergraduates","DRVEF2015_RV.Adult age (25-64) enrollment, all students","DRVEF2015_RV.Adult age (25-64) enrollment, undergraduate","DRVEF2015_RV.Adult age (25-64) enrollment, graduate","DRVEF2015_RV.Adult age (25-64) enrollment, full-time students","DRVEF2015_RV.Adult age (25-64) enrollment, full-time undergraduate","DRVEF2015_RV.Adult age (25-64) enrollment, full-time graduate","DRVEF2015_RV.Adult age (25-64) enrollment, part-time students","DRVEF2015_RV.Adult age (25-64) enrollment, part-time undergraduate","DRVEF2015_RV.Adult age (25-64) enrollment, part-time graduate","DRVEF2015_RV.Percent of undergraduate enrollment under 18","DRVEF2015_RV.Percent of undergraduate enrollment 18-24","DRVEF2015_RV.Percent of undergraduate enrollment, 25-64","DRVEF2015_RV.Percent of undergraduate enrollment over 65","DRVEF2015_RV.Percent of students enrolled exclusively in distance education courses","DRVEF2015_RV.Percent of students enrolled in some but not all distance education courses","DRVEF2015_RV.Percent of students not enrolled in any distance education courses","DRVEF2015_RV.Percent of undergraduate students enrolled exclusively in distance education courses","DRVEF2015_RV.Percent of undergraduate students enrolled in some but not all distance education courses","DRVEF2015_RV.Percent of undergraduate students not enrolled in any distance education courses","DRVEF2015_RV.Percent of graduate students enrolled exclusively in distance education courses","DRVEF2015_RV.Percent of graduate students enrolled in some but not all distance education courses","DRVEF2015_RV.Percent of graduate students not enrolled in any distance education courses","DRVEF2015_RV.Number of first-time undergraduates - in-state","DRVEF2015_RV.Percent of first-time undergraduates - in-state","DRVEF2015_RV.Number of first-time undergraduates - out-of-state","DRVEF2015_RV.Percent of first-time undergraduates - out-of-state","DRVEF2015_RV.Number of first-time undergraduates - foreign countries","DRVEF2015_RV.Percent of first-time undergraduates - foreign countries","DRVEF2015_RV.Number of first-time undergraduates - residence unknown","DRVEF2015_RV.Percent of first-time undergraduates - residence unknown","EF2015D_RV.Student-to-faculty ratio","XSTUFACR","HD2015.Institution size category","HD2015.FIPS state code","HD2015.Level of institution","HD2015.Control of institution","HD2015.Degree-granting status","HD2015.Degree of urbanization (Urban-centric locale)","HD2015.Postsecondary and Title IV institution indicator","HD2015.Institutional category"
"108667","College of Alameda","2015","5,000 - 9,999","6283","929","5354","2727","6283","902","1115","3469","797","0","929","243","92","555","39","0","5354","659","1023","2914","758","0","0","30","19","22","0","14","5","5","4","31","56","0","30","19","22","0","14","5","5","4","31","56",,,,,,,,,,,,"4","2642","2642","0","283","283","0","2359","2359","0","4","53","42","1","23","16","60","23","16","60",,,,"724","80","0","0","116","13","62","7","28","R","5,000 - 9,999","California","At least 2 but less than 4 years","Public","Degree-granting","Suburb: Large","Title IV postsecondary institution","Degree-granting, associate's and certificates"
"108807","Allan Hancock College","2015","10,000 - 19,999","10949","3213","7736","5810","10949","1577","759","7101","1512","0","3213","865","191","2098","59","0","7736","712","568","5003","1453","0","1","4","3","54","0","34","3","0","0","4","52","1","4","3","54","0","34","3","0","0","4","52",,,,,,,,,,,,"8","3876","3876","0","544","544","0","3332","3332","0","5","59","35","1","14","17","69","14","17","69",,,,"1547","98","26","2","4","0","0","0","23","R","10,000 - 19,999","California","At least 2 but less than 4 years","Public","Degree-granting","City: Small","Title IV postsecondary institution","Degree-granting, associate's and certificates"
"109208","American River College","2015","20,000 and above","29381","7140","22241","14607","29381","3212","3812","19736","2621","0","7140","1316","654","4782","388","0","22241","1896","3158","14954","2233","0","1","11","10","22","1","45","6","4","1","12","53","1","11","10","22","1","45","6","4","1","12","53",,,,,,,,,,,,"4","14912","14912","0","2291","2291","0","12621","12621","0","1","47","51","1","12","17","71","12","17","71",,,,"3111","97","0","0","38","1","63","2","27","R","20,000 and above","California","At least 2 but less than 4 years","Public","Degree-granting","Suburb: Large","Title IV postsecondary institution","Degree-granting, associate's and certificates"
"109350","Antelope Valley Community College District","2015","10,000 - 19,999","14399","4071","10328","7538","14399","1976","718","9592","2113","0","4071","956","249","2787","79","0","10328","1020","469","6805","2034","0","0","3","18","49","0","23","5","1","0","4","59","0","3","18","49","0","23","5","1","0","4","59",,,,,,,,,,,,"7","5261","5261","0","1004","1004","0","4257","4257","0","5","58","37","0","3","10","87","3","10","87",,,,"1959","99","9","0","8","0","0","0","23","R","10,000 - 19,999","California","At least 2 but less than 4 years","Public","Degree-granting","Suburb: Large","Title IV postsecondary institution","Degree-granting, associate's and certificates"
"109819","Bakersfield College","2015","20,000 and above","20448","6460","13988","11156","20448","3631","1002","13285","2530","0","6460","1947","339","3960","214","0","13988","1684","663","9325","2316","0","0","3","4","67","0","21","3","0","0","4","56","0","3","4","67","0","21","3","0","0","4","56",,,,,,,,,,,,"10","6617","6617","0","1092","1092","0","5525","5525","0","5","62","32","0","6","12","82","6","12","82",,,,"3583","99","0","0","24","1","24","1","31","R","20,000 and above","California","At least 2 but less than 4 years","Public","Degree-granting","City: Large","Title IV postsecondary institution","Degree-granting, associate's and certificates"
"109907","Barstow Community College","2015","1,000 - 4,999","3108","1250","1858","1874","3108","466","480","1836","326","0","1250","244","125","853","28","0","1858","222","355","983","298","0","1","3","15","42","1","33","5","0","0","4","63","1","3","15","42","1","33","5","0","0","4","63",,,,,,,,,,,,"8","1513","1513","0","488","488","0","1025","1025","0","3","48","49","0","35","31","34","35","31","34",,,,"442","95","18","4","4","1","2","0","29","R","1,000 - 4,999","California","At least 2 but less than 4 years","Public","Degree-granting","Town: Distant","Title IV postsecondary institution","Degree-granting, associate's and certificates"
"110246","Butte College","2015","10,000 - 19,999","11669","5447","6222","7536","11669","1901","961","7784","1023","0","5447","1231","464","3615","137","0","6222","670","497","4169","886","0","2","5","3","23","0","60","3","3","1","6","52","2","5","3","23","0","60","3","3","1","6","52",,,,,,,,,,,,"11","3709","3709","0","1283","1283","0","2426","2426","0","4","64","32","0","4","12","84","4","12","84",,,,"1768","93","0","0","60","3","73","4","23","R","10,000 - 19,999","California","At least 2 but less than 4 years","Public","Degree-granting","Rural: Distant","Title IV postsecondary institution","Degree-granting, associate's and certificates"
"110334","Cabrillo College","2015","10,000 - 19,999","13086","4363","8723","7292","13086","1754","853","9089","1390","0","4363","1004","300","2973","86","0","8723","750","553","6116","1304","0","0","3","1","40","0","47","5","1","1","4","53","0","3","1","40","0","47","5","1","1","4","53",,,,,,,,,,,,"8","5271","5271","0","847","847","0","4424","4424","0","5","53","40","2","7","19","74","7","19","74",,,,"1667","95","0","0","30","2","57","3","24","R","10,000 - 19,999","California","At least 2 but less than 4 years","Public","Degree-granting","Suburb: Midsize","Title IV postsecondary institution","Degree-granting, associate's and certificates"
"111434","Canada College","2015","5,000 - 9,999","6477","1140","5337","2932","6477","732","938","3522","1285","0","1140","315","91","680","54","0","5337","417","847","2842","1231","0","0","11","3","49","2","25","4","2","3","13","63","0","11","3","49","2","25","4","2","3","13","63",,,,,,,,,,,,"5","2989","2989","0","241","241","0","2748","2748","0","5","47","46","1","7","9","84","7","9","84",,,,"648","89","1","0","83","11","0","0","25","R","5,000 - 9,999","California","At least 2 but less than 4 years","Public","Degree-granting","Suburb: Large","Title IV postsecondary institution","Degree-granting, associate's and certificates"
"111461","College of the Canyons","2015","10,000 - 19,999","18437","6339","12098","10401","18437","2789","1280","12559","1809","0","6339","1555","442","4257","85","0","12098","1234","838","8302","1724","0","0","9","4","46","0","36","4","1","1","9","49","0","9","4","46","0","36","4","1","1","9","49",,,,,,,,,,,,"8","5575","5575","0","801","801","0","4774","4774","0","7","63","30","0","12","18","70","12","18","70",,,,"2667","96","0","0","79","3","43","2","27","R","10,000 - 19,999","California","At least 2 but less than 4 years","Public","Degree-granting","Suburb: Large","Title IV postsecondary institution","Degree-granting, associate's and certificates"
