"unitid","name","year","institution_size_category","level_of_institution","institutional_category","total_enrollment","full_time_enrollment","part_time_enrollment","full_time_equivalent_fall_enrollment","undergraduate_enrollment","first_time_degree_certificate_seeking_undergraduate_enrollment","transfer_in_degree_certificate_seeking_undergraduate_enrollment","continuing_degree_certificate_seeking_undergraduate_enrollment","nondegree_certificate_seeking_undergraduate_enrollment","full_time_undergraduate_enrollment","full_time_first_time_degree_certificate_seeking_undergraduate_enrollment","full_time_transfer_in_degree_certificate_seeking_undergraduate_enrollment","full_time_continuing_degree_certificate_seeking_undergraduate_enrollment","full_time_nondegree_certificate_seeking_undergraduate_enrollment","part_time_undergraduate_enrollment","part_time_first_time_degree_certificate_seeking_undergraduate_enrollment","part_time_transfer_in_degree_certificate_seeking_undergraduate_enrollment","part_time_continuing_degree_certificate_seeking_undergraduate_enrollment","part_time_nondegree_certificate_seeking_undergraduate_enrollment","percent_of_total_enrollment_that_are_american_indian_or_alaska_native","percent_of_total_enrollment_that_are_asian","percent_of_total_enrollment_that_are_black_or_african_american","percent_of_total_enrollment_that_are_hispanic_latino","percent_of_total_enrollment_that_are_native_hawaiian_or_other_pacific_islander","percent_of_total_enrollment_that_are_white","percent_of_total_enrollment_that_are_two_or_more_races","percent_of_total_enrollment_that_are_race_ethnicity_unknown","percent_of_total_enrollment_that_are_nonresident_alien","percent_of_total_enrollment_that_are_asian_native_hawaiian_pacific_islander","percent_of_total_enrollment_that_are_women","full_time_first_time_degree_certificate_seeking_undergraduates_grs_cohort_as_percent_of_all_undergraduates","adult_age_25_64_enrollment_all_students","adult_age_25_64_enrollment_undergraduate","adult_age_25_64_enrollment_full_time_students","adult_age_25_64_enrollment_full_time_undergraduate","adult_age_25_64_enrollment_part_time_students","adult_age_25_64_enrollment_part_time_undergraduate","percent_of_students_enrolled_exclusively_in_distance_education_courses","percent_of_students_enrolled_in_some_but_not_all_distance_education_courses","percent_of_students_not_enrolled_in_any_distance_education_courses","number_of_first_time_undergraduates__in_state","percent_of_first_time_undergraduates__in_state","percent_of_first_time_undergraduates__out_of_state","number_of_first_time_undergraduates__foreign_countries","percent_of_first_time_undergraduates__foreign_countries","number_of_first_time_undergraduates__residence_unknown","percent_of_first_time_undergraduates__residence_unknown","student_to_faculty_ratio","degree_of_urbanization_urban_centric_locale_"
125462,"West Hills College-Coalinga",2021,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",3801,434,3367,1564,3801,349,357,1293,1802,434,136,42,245,11,3367,213,315,1048,1791,0.01,0.07,0.03,0.69,0,0.13,0.02,0.05,0,0.07,0.53,0.04,957,957,59,59,898,898,0.65,0.13,0.22,308,0.88,0,1,0,40,0.11,25,"Town: Distant"
125471,"West Los Angeles College",2021,"5,000 - 9,999","Four or more years","Degree-granting, not primarily baccalaureate or above",9481,1563,7918,4758,9481,1078,2035,4808,1560,1563,338,159,1040,26,7918,740,1876,3768,1534,0,0.07,0.19,0.48,0,0.16,0.04,0.04,0.01,0.07,0.61,0.04,4440,4440,561,561,3879,3879,0.89,0.07,0.04,973,0.9,0,57,0.05,48,0.04,24,"Suburb: Large"
125499,"West Valley College",2021,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",6717,2035,4682,3607,6717,1111,642,4026,938,2035,623,90,1304,18,4682,488,552,2722,920,0,0.22,0.03,0.31,0,0.33,0.09,0.02,0.01,0.22,0.56,0.09,1959,1959,200,200,1759,1759,0.83,0.13,0.04,1082,0.97,0,25,0.02,0,0,17,"Suburb: Large"
126119,"Yuba College",2021,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",5243,1259,3984,2597,5243,691,480,2982,1090,1259,311,60,855,33,3984,380,420,2127,1057,0.01,0.17,0.03,0.39,0,0.3,0.06,0.04,0,0.18,0.63,0.06,1554,1554,244,244,1310,1310,0,0.79,0.21,672,0.97,0.01,1,0,12,0.02,22,"Suburb: Midsize"
262086,"University of Massachusetts Global",2021,"5,000 - 9,999","Four or more years","Degree-granting, primarily baccalaureate or above",9798,4015,5783,6262,5237,85,940,3994,218,1789,30,281,1464,14,3448,55,659,2530,204,0.01,0.05,0.11,0.13,0.01,0.55,0.05,0.1,0,0.06,0.71,0.01,8744,4435,3561,1499,5183,2936,0.99,0,0.01,28,0.33,0.67,0,0,0,0,22,"City: Large"
366401,"Las Positas College",2021,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",7125,2194,4931,3850,7125,1305,645,4533,642,2194,701,83,1391,19,4931,604,562,3142,623,0,0.23,0.04,0.3,0.01,0.31,0.08,0.02,0.01,0.24,0.53,0.1,2135,2135,271,271,1864,1864,0.15,0.43,0.42,1264,0.97,0,22,0.02,18,0.01,21,"City: Small"
371690,"Downey Adult School",2021,"1,000 - 4,999","At least 2 but less than 4 years","Nondegree-granting, sub-baccalaureate",1013,118,895,418,1013,233,0,780,0,118,1,0,117,0,895,232,0,663,0,0,0.05,0.04,0.84,0,0.04,0.01,0,0,0.06,0.78,0,636,636,84,84,552,552,0.16,0,0.84,,,,,,,,30,"Suburb: Large"
395362,"Copper Mountain Community College",2021,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",1353,339,1014,679,1353,156,146,785,266,339,43,33,212,51,1014,113,113,573,215,0.01,0.04,0.08,0.42,0.01,0.36,0.07,0.02,0,0.05,0.66,0.03,630,630,117,117,513,513,0.44,0.25,0.31,153,0.98,0,0,0,3,0.02,13,"Rural: Distant"
399212,"Santiago Canyon College",2021,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",12159,2243,9916,5572,12159,2049,1686,7592,832,2243,861,102,1239,41,9916,1188,1584,6353,791,0,0.06,0.02,0.59,0,0.26,0.04,0.02,0.01,0.07,0.33,0.07,5360,5360,182,182,5178,5178,0.23,0.21,0.56,1898,0.93,0,30,0.01,121,0.06,37,"City: Midsize"
444219,"Folsom Lake College",2021,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",8926,1821,7105,4206,8926,1565,1716,4786,859,1821,691,126,954,50,7105,874,1590,3832,809,0.01,0.12,0.05,0.22,0.01,0.48,0.06,0.06,0,0.12,0.56,0.08,3020,3020,205,205,2815,2815,0.87,0.1,0.04,1535,0.98,0,5,0,25,0.02,25,"City: Small"
448594,"West Hills College-Lemoore",2021,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",3484,1049,2435,1867,3484,483,332,1981,688,1049,303,85,647,14,2435,180,247,1334,674,0.01,0.05,0.05,0.66,0,0.18,0.03,0.02,0,0.05,0.64,0.09,1046,1046,194,194,852,852,0.44,0.32,0.24,465,0.96,0,5,0.01,13,0.03,22,"Rural: Fringe"
455512,"Woodland Community College",2021,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",3227,554,2673,1451,3227,460,383,1711,673,554,184,33,329,8,2673,276,350,1382,665,0.01,0.12,0.02,0.48,0.01,0.25,0.05,0.07,0,0.12,0.64,0.06,976,976,97,97,879,879,0,0.79,0.21,453,0.98,0,1,0,5,0.01,20,"Suburb: Small"
460394,"Moreno Valley College",2021,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",7694,1375,6319,3497,7694,1191,1132,4279,1092,1375,434,153,751,37,6319,757,979,3528,1055,0,0.05,0.1,0.68,0,0.12,0.03,0,0,0.06,0.61,0.06,2652,2652,328,328,2324,2324,0.63,0.19,0.18,1150,0.97,0,9,0.01,32,0.03,19,"Suburb: Large"
460464,"Norco College",2021,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",8756,1543,7213,3965,8756,1117,1137,4722,1780,1543,472,98,932,41,7213,645,1039,3790,1739,0,0.11,0.06,0.59,0,0.19,0.03,0.01,0.01,0.11,0.56,0.05,2508,2508,242,242,2266,2266,0.65,0.2,0.15,1077,0.96,0,14,0.01,26,0.02,25,"Suburb: Large"
484233,"Tri-Community Adult Education",2021,"Under 1,000","At least 2 but less than 4 years","Nondegree-granting, sub-baccalaureate",213,0,213,72,213,83,0,130,0,0,0,0,0,0,213,83,0,130,0,0,0.05,0.12,0.48,0,0.28,0.07,0,0,0.05,0.42,0,124,124,0,0,124,124,0,0,1,,,,,,,,15,"Suburb: Large"
489201,"Clovis Community College",2021,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",7768,2061,5707,3977,7768,1019,1132,3855,1762,2061,593,122,1014,332,5707,426,1010,2841,1430,0,0.13,0.03,0.47,0,0.32,0.04,0.01,0,0.13,0.6,0.08,1946,1946,186,186,1760,1760,0.69,0.22,0.09,993,0.97,0,0,0,26,0.03,27,"City: Large"
495271,"California Indian Nations College",2021,"Under 1,000","At least 2 but less than 4 years","Degree-granting, associate's and certificates",27,0,27,11,27,1,0,23,3,0,0,0,0,0,27,1,0,23,3,0.63,0,0,0.3,0,0,0,0,0.07,0,0.74,0,17,17,0,0,17,17,0,0.19,0.81,,,,,,,,4,"City: Small"
497046,"Madera Community College",2021,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",4735,627,4108,2006,4735,460,1291,1529,1455,627,150,75,259,143,4108,310,1216,1270,1312,0,0.09,0.03,0.68,0,0.16,0.03,0.01,0,0.09,0.69,0.03,1498,1498,125,125,1373,1373,0.63,0.15,0.22,447,0.97,0,0,0,13,0.03,27,"Rural: Fringe"
108667,"College of Alameda",2022,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",5673,635,5038,2326,5673,766,1127,2343,1437,635,159,82,310,84,5038,607,1045,2033,1353,0,0.25,0.18,0.29,0,0.15,0.07,0.03,,0.26,0.58,0.03,2280,2280,214,214,2066,2066,0.81,0.11,0.07,619,0.81,0,97,0.13,50,0.07,30,"Suburb: Large"
108807,"Allan Hancock College",2022,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",10329,3032,7297,5482,10329,1351,437,5709,2832,3032,780,146,2035,71,7297,571,291,3674,2761,0,0.03,0.02,0.69,0.01,0.19,0.03,0.03,,0.04,0.54,0.08,2607,2607,417,417,2190,2190,0.13,0.24,0.64,1293,0.96,0.03,21,0.02,1,0,22,"City: Midsize"
109208,"American River College",2022,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",27422,4334,23088,12085,27422,3446,3740,16868,3368,4334,1147,302,2717,168,23088,2299,3438,14151,3200,0.01,0.12,0.07,0.32,0.01,0.37,0.05,0.06,,0.13,0.48,0.04,13140,13140,1040,1040,12100,12100,0.52,0.17,0.31,3321,0.96,0,9,0,116,0.03,27,"Suburb: Large"
109350,"Antelope Valley Community College District",2022,"10,000 - 19,999","Four or more years","Degree-granting, not primarily baccalaureate or above",11840,3491,8349,6860,11840,2391,630,7170,1649,3491,1272,189,1993,37,8349,1119,441,5177,1612,0,0.04,0.13,0.63,0,0.14,0.04,0.01,,0.04,0.56,0.11,3717,3717,605,605,3112,3112,0.2,0.27,0.53,2350,0.98,0.01,28,0.01,0,0,22,"Suburb: Large"
109819,"Bakersfield College",2022,"20,000 and above","Four or more years","Degree-granting, not primarily baccalaureate or above",26873,7244,19629,15165,26873,3001,1155,13942,8775,7244,1604,312,5130,198,19629,1397,843,8812,8577,0,0.04,0.05,0.72,0,0.15,0.03,0.01,,0.05,0.56,0.06,6978,6978,1251,1251,5727,5727,0.31,0.28,0.41,3001,1,0,0,0,0,0,28,"City: Large"
109907,"Barstow Community College",2022,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",2884,1119,1765,1712,2884,482,536,1478,388,1119,260,133,705,21,1765,222,403,773,367,0.01,0.04,0.18,0.44,0.01,0.24,0.06,0.01,,0.05,0.66,0.09,1360,1360,525,525,835,835,0.84,0.13,0.03,471,0.98,0.01,6,0.01,1,0,21,"Town: Distant"
110246,"Butte College",2022,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",9362,4091,5271,5861,9362,2194,715,5767,686,4091,1093,271,2673,54,5271,1101,444,3094,632,0.01,0.05,0.02,0.34,0,0.49,0.06,0.01,,0.06,0.55,0.12,2630,2630,910,910,1720,1720,0.3,0.39,0.31,2079,0.95,0,48,0.02,67,0.03,20,"Rural: Distant"
110334,"Cabrillo College",2022,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",9149,1786,7363,4258,9149,1439,567,5269,1874,1786,549,113,1058,66,7363,890,454,4211,1808,0,0.03,0.01,0.49,0,0.4,0.05,0.01,,0.03,0.56,0.06,2986,2986,260,260,2726,2726,0.28,0.32,0.4,1386,0.96,0,15,0.01,38,0.03,16,"Suburb: Midsize"
111434,"Canada College",2022,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",5388,747,4641,2305,5388,723,852,2696,1117,747,268,56,389,34,4641,455,796,2307,1083,0,0.16,0.02,0.43,0.02,0.24,0.06,0.04,,0.18,0.59,0.05,1987,1987,126,126,1861,1861,0.5,0.21,0.28,646,0.89,0,77,0.11,0,0,22,"Suburb: Large"
111461,"College of the Canyons",2022,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",18075,4802,13273,9258,18075,2320,1060,12597,2098,4802,1354,307,3095,46,13273,966,753,9502,2052,0,0.1,0.06,0.51,0,0.26,0.04,0.03,,0.1,0.44,0.07,7921,7921,530,530,7391,7391,0.44,0.3,0.26,2210,0.95,0,50,0.02,60,0.03,26,"Suburb: Large"
111887,"Cerritos College",2022,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",19469,7838,11631,11743,19469,3925,2086,11990,1468,7838,2282,661,4846,49,11631,1643,1425,7144,1419,0,0.08,0.07,0.69,0,0.1,0.02,0.03,,0.08,0.53,0.12,7852,7852,1911,1911,5941,5941,0.37,0.31,0.32,3848,0.98,0,50,0.01,27,0.01,26,"Suburb: Large"
111896,"Cerro Coso Community College",2022,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",4919,736,4183,2140,4919,712,667,2060,1480,736,185,95,419,37,4183,527,572,1641,1443,0.02,0.04,0.08,0.46,0,0.34,0.05,0.01,,0.05,0.57,0.04,2286,2286,299,299,1987,1987,0.53,0.17,0.3,706,0.99,0.01,0,0,1,0,23,"Rural: Fringe"
111920,"Chabot College",2022,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",10736,2809,7927,5470,10736,2020,1202,6528,986,2809,907,212,1663,27,7927,1113,990,4865,959,0,0.23,0.09,0.43,0.01,0.16,0.06,0.01,,0.24,0.5,0.08,4152,4152,396,396,3756,3756,0.41,0.29,0.3,1906,0.94,0.01,57,0.03,43,0.02,21,"Suburb: Large"
111939,"Chaffey College",2022,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",19238,5647,13591,10210,19238,3161,1646,10535,3896,5647,1685,486,3187,289,13591,1476,1160,7348,3607,0,0.08,0.08,0.63,0,0.15,0.03,0.02,,0.08,0.61,0.09,6229,6229,1208,1208,5021,5021,0.65,0.24,0.11,3026,0.96,0,0,0,135,0.04,22,"Suburb: Large"
112172,"Citrus College",2022,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",9975,3913,6062,5948,9975,1712,813,5614,1836,3913,1193,305,2324,91,6062,519,508,3290,1745,0,0.08,0.04,0.64,0,0.16,0.03,0.02,,0.09,0.56,0.12,2798,2798,632,632,2166,2166,0.31,0.33,0.36,1629,0.95,0,80,0.05,1,0,23,"Suburb: Large"
112190,"City College of San Francisco",2022,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",16134,4680,11454,8526,16134,2671,1255,10667,1541,4680,1097,366,3152,65,11454,1574,889,7515,1476,0,0.34,0.07,0.27,0.01,0.22,0.05,0.03,,0.34,0.54,0.07,,,,,,,0.21,0.29,0.5,2550,0.95,0,106,0.04,3,0,20,"City: Large"
112385,"Coastline Community College",2022,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",8077,610,7467,3117,8077,1058,1957,3656,1406,610,113,137,333,27,7467,945,1820,3323,1379,0.01,0.19,0.1,0.32,0,0.29,0.04,0.03,,0.19,0.45,0.01,4614,4614,326,326,4288,4288,0.91,0.02,0.06,903,0.85,0.08,60,0.06,15,0.01,30,"City: Small"
112561,"Columbia College",2022,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",2349,834,1515,1343,2349,347,121,1333,548,834,212,39,540,43,1515,135,82,793,505,0.02,0.02,0.02,0.22,0,0.7,0,0.01,,0.02,0.57,0.09,800,800,193,193,607,607,0.3,0.43,0.27,337,0.97,0,0,0,10,0.03,14,"Rural: Fringe"
112686,"Compton College",2022,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",4082,740,3342,1862,4082,351,372,1774,1585,740,174,104,452,10,3342,177,268,1322,1575,0,0.05,0.23,0.65,0.01,0.02,0.03,0.01,,0.06,0.64,0.04,1419,1419,291,291,1128,1128,0.34,0.21,0.45,331,0.94,0.03,9,0.03,1,0,14,"Suburb: Large"
112826,"Contra Costa College",2022,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",5832,1384,4448,2877,5832,771,694,3092,1275,1384,377,100,877,30,4448,394,594,2215,1245,0,0.18,0.14,0.45,0.01,0.12,0.06,0.02,,0.19,0.6,0.06,2010,2010,295,295,1715,1715,0.55,0.26,0.19,688,0.89,0,30,0.04,53,0.07,20,"Suburb: Large"
113096,"Cosumnes River College",2022,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",13294,3006,10288,6460,13294,2534,2000,7539,1221,3006,1179,175,1591,61,10288,1355,1825,5948,1160,0,0.25,0.09,0.29,0.01,0.22,0.06,0.07,,0.26,0.57,0.09,4600,4600,414,414,4186,4186,0.62,0.25,0.13,2475,0.98,0,6,0,53,0.02,27,"City: Large"
113111,"Crafton Hills College",2022,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",5113,1478,3635,2698,5113,964,516,2832,801,1478,476,119,822,61,3635,488,397,2010,740,0,0.07,0.04,0.52,0,0.31,0.05,0.01,,0.07,0.55,0.09,1563,1563,273,273,1290,1290,0.36,0.32,0.32,926,0.96,0,1,0,37,0.04,17,"Rural: Fringe"
113193,"Cuesta College",2022,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",9908,2758,7150,5159,9908,1020,706,5283,2899,2758,546,239,1940,33,7150,474,467,3343,2866,0,0.03,0.03,0.34,0,0.49,0.06,0.04,,0.03,0.51,0.06,2508,2508,370,370,2138,2138,0.33,0.3,0.37,965,0.95,0,13,0.01,37,0.04,27,"Suburb: Small"
113218,"Cuyamaca College",2022,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",8043,1558,6485,3735,8043,1187,970,4370,1516,1558,461,87,934,76,6485,726,883,3436,1440,0.01,0.05,0.04,0.34,0,0.47,0.04,0.05,,0.05,0.56,0.06,,,,,,,0.6,0.21,0.19,1152,0.97,0,7,0.01,28,0.02,23,"Suburb: Large"
113236,"Cypress College",2022,"10,000 - 19,999","Four or more years","Degree-granting, not primarily baccalaureate or above",13523,4729,8794,8278,13523,2525,1307,8033,1658,4729,1564,300,2812,53,8794,961,1007,5221,1605,0,0.24,0.04,0.52,0,0.12,0.06,0.01,,0.24,0.57,0.12,3991,3991,810,810,3181,3181,0.21,0.34,0.46,2496,0.99,0,0,0,27,0.01,22,"Suburb: Large"
113333,"De Anza College",2022,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",16335,7923,8412,10747,16335,3511,1182,9601,2041,7923,2616,423,4625,259,8412,895,759,4976,1782,0,0.4,0.03,0.28,0,0.17,0.05,0.01,,0.4,0.49,0.16,4405,4405,1018,1018,3387,3387,0.56,0.32,0.12,2976,0.85,0,375,0.11,144,0.04,27,"City: Small"
113573,"College of the Desert",2022,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",10382,3864,6518,6052,10382,1890,400,6374,1718,3864,1178,141,2448,97,6518,712,259,3926,1621,0,0.03,0.02,0.75,0,0.14,0.03,0.01,,0.03,0.58,0.11,3124,3124,673,673,2451,2451,0.39,0.34,0.26,1798,0.95,0.02,55,0.03,5,0,26,"City: Small"
113634,"Diablo Valley College",2022,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",16097,5866,10231,9301,16097,2559,1386,10442,1710,5866,1566,329,3905,66,10231,993,1057,6537,1644,0,0.19,0.06,0.29,0.01,0.3,0.09,0.03,,0.2,0.51,0.1,4820,4820,701,701,4119,4119,0.42,0.37,0.21,2188,0.86,0,184,0.07,187,0.07,24,"Suburb: Large"
113856,"East Los Angeles College",2022,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",27855,5098,22757,12738,27855,3183,2342,17974,4356,5098,1601,398,2991,108,22757,1582,1944,14983,4248,0,0.08,0.06,0.68,0,0.08,0.01,0.09,,0.08,0.51,0.06,13723,13723,1007,1007,12716,12716,0.38,0.19,0.43,3028,0.95,0,108,0.03,47,0.01,29,"Suburb: Large"
113980,"El Camino Community College District",2022,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",19944,7034,12910,11368,19944,3822,1232,11298,3592,7034,2268,389,3677,700,12910,1554,843,7621,2892,0,0.12,0.13,0.51,0,0.13,0.05,0.05,,0.12,0.53,0.11,5562,5562,1033,1033,4529,4529,0.35,0.33,0.33,3503,0.92,0,116,0.03,203,0.05,26,"Suburb: Large"
114266,"Evergreen Valley College",2022,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",7952,1925,6027,3948,7952,1298,747,4696,1211,1925,615,88,1144,78,6027,683,659,3552,1133,0,0.39,0.03,0.44,0,0.07,0.03,0.02,,0.39,0.55,0.08,2389,2389,297,297,2092,2092,0.38,0.33,0.28,1223,0.94,0,52,0.04,20,0.02,25,"City: Large"
114433,"Feather River Community College District",2022,"1,000 - 4,999","Four or more years","Degree-granting, not primarily baccalaureate or above",1383,464,919,835,1383,291,197,755,140,464,152,36,276,0,919,139,161,479,140,0.03,0.03,0.11,0.27,0.02,0.41,0,0.12,,0.04,0.41,0.11,702,702,32,32,670,670,0.39,0.18,0.43,249,0.86,0.11,0,0,11,0.04,16,"Rural: Fringe"
114716,"Foothill College",2022,"10,000 - 19,999","Four or more years","Degree-granting, not primarily baccalaureate or above",12434,3364,9070,7024,12434,1691,1567,6935,2241,3364,781,334,2125,124,9070,910,1233,4810,2117,0,0.24,0.03,0.32,0.01,0.28,0.06,0.02,,0.25,0.47,0.06,5039,5039,902,902,4137,4137,0.53,0.19,0.29,1401,0.83,0.02,178,0.11,78,0.05,25,"Suburb: Large"
114789,"Fresno City College",2022,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",22609,5790,16819,11437,22609,3319,2150,13012,4128,5790,1741,439,3337,273,16819,1578,1711,9675,3855,0,0.11,0.05,0.65,0,0.16,0.03,0.01,,0.11,0.55,0.08,8334,8334,1217,1217,7117,7117,0.33,0.24,0.43,3214,0.97,0,32,0.01,73,0.02,25,"City: Large"
114859,"Fullerton College",2022,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",18370,6633,11737,10574,18370,3399,1541,11486,1944,6633,2038,395,4130,70,11737,1361,1146,7356,1874,0,0.14,0.03,0.59,0,0.16,0.05,0.02,,0.14,0.53,0.11,5110,5110,837,837,4273,4273,0.33,0.32,0.35,3350,0.99,0.01,15,0,0,0,23,"Suburb: Large"
114938,"Gavilan College",2022,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",4561,1399,3162,2461,4561,763,681,2361,756,1399,426,105,825,43,3162,337,576,1536,713,0,0.08,0.02,0.62,0,0.22,0.04,0.02,,0.08,0.53,0.09,1712,1712,222,222,1490,1490,0.45,0.26,0.29,763,1,0,0,0,0,0,21,"Suburb: Small"
115001,"Glendale Community College",2022,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",10658,5077,5581,6951,10658,1748,634,6968,1308,5077,1113,220,3610,134,5581,635,414,3358,1174,0,0.08,0.02,0.28,0,0.55,0.03,0.02,,0.08,0.55,0.1,3827,3827,1572,1572,2255,2255,0.32,0.38,0.3,1596,0.91,0,78,0.04,74,0.04,24,"City: Midsize"
115126,"Golden West College",2022,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",10053,2869,7184,5281,10053,1772,1523,5433,1325,2869,938,200,1683,48,7184,834,1323,3750,1277,0,0.29,0.02,0.35,0,0.24,0.05,0.02,,0.29,0.54,0.09,2668,2668,322,322,2346,2346,0.41,0.31,0.28,1601,0.9,0.02,139,0.08,2,0,26,"Suburb: Large"
115296,"Grossmont College",2022,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",12862,3869,8993,6888,12862,2350,985,7659,1868,3869,1361,215,2174,119,8993,989,770,5485,1749,0,0.06,0.05,0.39,0,0.39,0.05,0.03,,0.07,0.59,0.11,,,,,,,0.39,0.29,0.31,2210,0.94,0,54,0.02,86,0.04,19,"Suburb: Large"
115393,"Hartnell College",2022,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",8892,3202,5690,5112,8892,1810,469,5321,1292,3202,1075,101,1980,46,5690,735,368,3341,1246,0,0.04,0.02,0.75,0,0.1,0.02,0.06,,0.04,0.54,0.12,2948,2948,317,317,2631,2631,0.19,0.36,0.45,1765,0.98,0,11,0.01,34,0.02,22,"City: Midsize"
115861,"Imperial Valley College",2022,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",7747,3538,4209,4951,7747,1654,208,5090,795,3538,1048,65,2166,259,4209,606,143,2924,536,0,0.01,0.01,0.91,0,0.04,0.01,0.03,,0.01,0.56,0.14,2143,2143,613,613,1530,1530,0.27,0.47,0.26,1541,0.93,0,0,0,113,0.07,31,"Rural: Fringe"
116439,"Irvine Valley College",2022,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",10464,3692,6772,5966,10464,2134,822,5442,2066,3692,1420,174,2022,76,6772,714,648,3420,1990,0,0.31,0.02,0.25,0,0.29,0.06,0.02,,0.31,0.49,0.14,2241,2241,290,290,1951,1951,0.42,0.38,0.2,1841,0.86,0,187,0.09,106,0.05,28,"City: Large"
117052,"Reedley College",2022,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",7086,1815,5271,3585,7086,1030,761,3106,2189,1815,574,99,1057,85,5271,456,662,2049,2104,0,0.05,0.02,0.75,0,0.15,0.02,0.01,,0.05,0.54,0.08,1298,1298,167,167,1131,1131,0.33,0.27,0.4,993,0.96,0,8,0.01,29,0.03,21,"Town: Distant"
117195,"Lake Tahoe Community College",2022,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",2519,548,1971,1210,2519,517,608,1109,285,548,138,66,311,33,1971,379,542,798,252,0.01,0.06,0.05,0.31,0.01,0.45,0.04,0.07,,0.07,0.39,0.05,1499,1499,165,165,1334,1334,0.46,0.14,0.4,455,0.88,0.04,13,0.03,28,0.05,17,"Rural: Fringe"
117247,"Laney College",2022,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",9653,1571,8082,4284,9653,1198,1269,4282,2904,1571,284,192,935,160,8082,914,1077,3347,2744,0,0.23,0.21,0.28,0.01,0.16,0.06,0.04,,0.24,0.55,0.03,4365,4365,718,718,3647,3647,0.47,0.22,0.31,995,0.83,0,75,0.06,128,0.11,26,"City: Large"
