"unitid","institution name","year","HD2022.State abbreviation","HD2022.Sector of institution","IC2022.Open admission policy","HD2022.Institution size category","DRVEF2022.Total  enrollment","DRVEF2022.Full-time enrollment","DRVEF2022.Part-time enrollment","DRVEF2022.Full-time equivalent fall enrollment","DRVEF2022.Undergraduate enrollment","DRVEF2022.First-time degree/certificate-seeking undergraduate enrollment","DRVEF2022.Transfer-in degree/certificate-seeking undergraduate enrollment","DRVEF2022.Continuing degree/certificate-seeking undergraduate enrollment","DRVEF2022.Nondegree/certificate-seeking undergraduate enrollment","DRVEF2022.Graduate enrollment","DRVEF2022.Full-time undergraduate enrollment","DRVEF2022.Full-time first-time degree/certificate-seeking undergraduate enrollment","DRVEF2022.Full-time transfer-in degree/certificate-seeking undergraduate enrollment","DRVEF2022.Full-time continuing degree/certificate-seeking undergraduate enrollment","DRVEF2022.Full-time nondegree/certificate-seeking undergraduate enrollment","DRVEF2022.Full-time graduate enrollment","DRVEF2022.Part-time undergraduate enrollment","DRVEF2022.Part-time first-time degree/certificate-seeking undergraduate enrollment","DRVEF2022.Part-time transfer-in degree/certificate-seeking undergraduate enrollment","DRVEF2022.Part-time continuing degree/certificate-seeking undergraduate enrollment","DRVEF2022.Part-time nondegree/certificate-seeking undergraduate enrollment","DRVEF2022.Part-time graduate enrollment","DRVEF2022.Percent of total enrollment that are American Indian or Alaska Native","DRVEF2022.Percent of total enrollment that are Asian","DRVEF2022.Percent of total enrollment that are Black or African American","DRVEF2022.Percent of total enrollment that are Hispanic/Latino","DRVEF2022.Percent of total enrollment that are Native Hawaiian or Other Pacific Islander","DRVEF2022.Percent of total enrollment that are White","DRVEF2022.Percent of total enrollment that are two or more races","DRVEF2022.Percent of total enrollment that are Race/ethnicity unknown","DRVEF2022.Percent of total enrollment that are U.S. Nonresident","DRVEF2022.Percent of total enrollment that are Asian/Native Hawaiian/Pacific Islander","DRVEF2022.Percent of total enrollment that are women","DRVEF2022.Percent of undergraduate enrollment that are American Indian or Alaska Native","DRVEF2022.Percent of undergraduate enrollment that are Asian","DRVEF2022.Percent of undergraduate enrollment that are Black or African American","DRVEF2022.Percent of undergraduate enrollment that are Hispanic/Latino","DRVEF2022.Percent of undergraduate enrollment that are Native Hawaiian or Other Pacific Islander","DRVEF2022.Percent of undergraduate enrollment that are White","DRVEF2022.Percent of undergraduate enrollment that are two or more races","DRVEF2022.Percent of undergraduate enrollment that are Race/ethnicity unknown","DRVEF2022.Percent of undergraduate enrollment that are U.S. Nonresident","DRVEF2022.Percent of undergraduate enrollment that are Asian/Native Hawaiian/Pacific Islander","DRVEF2022.Percent of undergraduate enrollment that are women","DRVEF2022.Percent of graduate enrollment that are American Indian or Alaska Native","DRVEF2022.Percent of graduate enrollment that are Asian","DRVEF2022.Percent of graduate enrollment that are Black or African American","DRVEF2022.Percent of graduate enrollment that are Hispanic/Latino","DRVEF2022.Percent of graduate enrollment that are Native Hawaiian or Other Pacific Islander","DRVEF2022.Percent of graduate enrollment that are White","DRVEF2022.Percent of graduate enrollment that are two or more races","DRVEF2022.Percent of graduate enrollment that are Race/ethnicity unknown","DRVEF2022.Percent of graduate enrollment that are U.S. Nonresident","DRVEF2022.Percent of graduate enrollment that are Asian/Native Hawaiian/Pacific Islander","DRVEF2022.Percent of graduate enrollment that are women","DRVEF2022.Full-time, first-time, degree/certificate seeking undergraduates (GRS Cohort) as percent of all undergraduates","DRVEF2022.Adult age (25-64) enrollment, all students","DRVEF2022.Adult age (25-64) enrollment, undergraduate","DRVEF2022.Adult age (25-64) enrollment, graduate","DRVEF2022.Adult age (25-64) enrollment, full-time students","DRVEF2022.Adult age (25-64) enrollment, full-time undergraduate","DRVEF2022.Adult age (25-64) enrollment, full-time graduate","DRVEF2022.Adult age (25-64) enrollment, part-time students","DRVEF2022.Adult age (25-64) enrollment, part-time undergraduate","DRVEF2022.Adult age (25-64) enrollment, part-time graduate","DRVEF2022.Percent of undergraduate enrollment under 18","DRVEF2022.Percent of undergraduate enrollment 18-24","DRVEF2022.Percent of undergraduate enrollment, 25-64","DRVEF2022.Percent of undergraduate enrollment over 65","DRVEF2022.Percent of students enrolled exclusively in distance education courses","DRVEF2022.Percent of students enrolled in some but not all distance education courses","DRVEF2022.Percent of students not enrolled in any distance education courses","DRVEF2022.Percent of undergraduate students enrolled exclusively in distance education courses","DRVEF2022.Percent of undergraduate students enrolled in some but not all distance education courses","DRVEF2022.Percent of undergraduate students not enrolled in any distance education courses","DRVEF2022.Percent of graduate students enrolled exclusively in distance education courses","DRVEF2022.Percent of graduate students enrolled in some but not all distance education courses","DRVEF2022.Percent of graduate students not enrolled in any distance education courses","DRVEF2022.Number of first-time undergraduates - in-state","DRVEF2022.Percent of first-time undergraduates - in-state","DRVEF2022.Number of first-time undergraduates - out-of-state","DRVEF2022.Percent of first-time undergraduates - out-of-state","DRVEF2022.Number of first-time undergraduates - foreign countries","DRVEF2022.Percent of first-time undergraduates - foreign countries","DRVEF2022.Number of first-time undergraduates - residence unknown","DRVEF2022.Percent of first-time undergraduates - residence unknown","HD2022.Institution size category","HD2022.FIPS state code","HD2022.Level of institution","HD2022.Control of institution","HD2022.Degree-granting status","HD2022.Degree of urbanization (Urban-centric locale)","HD2022.Postsecondary and Title IV institution indicator","HD2022.Institutional category","HD2022.Institution size category","DRVEF2022.Total  enrollment","DRVEF2022.Full-time enrollment","DRVEF2022.Part-time enrollment","DRVEF2022.Full-time equivalent fall enrollment","DRVEF2022.Undergraduate enrollment","DRVEF2022.First-time degree/certificate-seeking undergraduate enrollment","DRVEF2022.Transfer-in degree/certificate-seeking undergraduate enrollment","DRVEF2022.Continuing degree/certificate-seeking undergraduate enrollment","DRVEF2022.Nondegree/certificate-seeking undergraduate enrollment","DRVEF2022.Graduate enrollment","DRVEF2022.Full-time undergraduate enrollment","DRVEF2022.Full-time first-time degree/certificate-seeking undergraduate enrollment","DRVEF2022.Full-time transfer-in degree/certificate-seeking undergraduate enrollment","DRVEF2022.Full-time continuing degree/certificate-seeking undergraduate enrollment","DRVEF2022.Full-time nondegree/certificate-seeking undergraduate enrollment","DRVEF2022.Full-time graduate enrollment","DRVEF2022.Part-time undergraduate enrollment","DRVEF2022.Part-time first-time degree/certificate-seeking undergraduate enrollment","DRVEF2022.Part-time transfer-in degree/certificate-seeking undergraduate enrollment","DRVEF2022.Part-time continuing degree/certificate-seeking undergraduate enrollment","DRVEF2022.Part-time nondegree/certificate-seeking undergraduate enrollment","DRVEF2022.Part-time graduate enrollment","EF2022D.Student-to-faculty ratio","XSTUFACR"
"111887","Cerritos College","2022","California","Public, 2-year","Yes","10,000 - 19,999","19469","7838","11631","11743","19469","3925","2086","11990","1468","0","7838","2282","661","4846","49","0","11631","1643","1425","7144","1419","0","0","8","7","69","0","10","2","3","0","8","53","0","8","7","69","0","10","2","3","0","8","53",,,,,,,,,,,,"12","7852","7852","0","1911","1911","0","5941","5941","0","7","53","40","1","37","31","32","37","31","32",,,,"3848","98","0","0","50","1","27","1","10,000 - 19,999","California","At least 2 but less than 4 years","Public","Degree-granting","Suburb: Large","Title IV postsecondary institution","Degree-granting, associate's and certificates","10,000 - 19,999","19469","7838","11631","11743","19469","3925","2086","11990","1468","0","7838","2282","661","4846","49","0","11631","1643","1425","7144","1419","0","26","R"
"111896","Cerro Coso Community College","2022","California","Public, 2-year","Yes","1,000 - 4,999","4919","736","4183","2140","4919","712","667","2060","1480","0","736","185","95","419","37","0","4183","527","572","1641","1443","0","2","4","8","46","0","34","5","1","0","5","57","2","4","8","46","0","34","5","1","0","5","57",,,,,,,,,,,,"4","2286","2286","0","299","299","0","1987","1987","0","24","28","46","1","53","17","30","53","17","30",,,,"706","99","5","1","0","0","1","0","1,000 - 4,999","California","At least 2 but less than 4 years","Public","Degree-granting","Rural: Fringe","Title IV postsecondary institution","Degree-granting, associate's and certificates","1,000 - 4,999","4919","736","4183","2140","4919","712","667","2060","1480","0","736","185","95","419","37","0","4183","527","572","1641","1443","0","23","R"
"111920","Chabot College","2022","California","Public, 2-year","Yes","10,000 - 19,999","10736","2809","7927","5470","10736","2020","1202","6528","986","0","2809","907","212","1663","27","0","7927","1113","990","4865","959","0","0","23","9","43","1","16","6","1","0","24","50","0","23","9","43","1","16","6","1","0","24","50",,,,,,,,,,,,"8","4152","4152","0","396","396","0","3756","3756","0","5","56","39","1","41","29","30","41","29","30",,,,"1906","94","14","1","57","3","43","2","10,000 - 19,999","California","At least 2 but less than 4 years","Public","Degree-granting","Suburb: Large","Title IV postsecondary institution","Degree-granting, associate's and certificates","10,000 - 19,999","10736","2809","7927","5470","10736","2020","1202","6528","986","0","2809","907","212","1663","27","0","7927","1113","990","4865","959","0","21","R"
"111939","Chaffey College","2022","California","Public, 2-year","Yes","10,000 - 19,999","19238","5647","13591","10210","19238","3161","1646","10535","3896","0","5647","1685","486","3187","289","0","13591","1476","1160","7348","3607","0","0","8","8","63","0","15","3","2","1","8","61","0","8","8","63","0","15","3","2","1","8","61",,,,,,,,,,,,"9","6229","6229","0","1208","1208","0","5021","5021","0","11","56","32","0","65","24","11","65","24","11",,,,"3026","96","0","0","0","0","135","4","10,000 - 19,999","California","At least 2 but less than 4 years","Public","Degree-granting","Suburb: Large","Title IV postsecondary institution","Degree-granting, associate's and certificates","10,000 - 19,999","19238","5647","13591","10210","19238","3161","1646","10535","3896","0","5647","1685","486","3187","289","0","13591","1476","1160","7348","3607","0","22","R"
"112172","Citrus College","2022","California","Public, 2-year","Yes","5,000 - 9,999","9975","3913","6062","5948","9975","1712","813","5614","1836","0","3913","1193","305","2324","91","0","6062","519","508","3290","1745","0","0","8","4","64","0","16","3","2","2","9","56","0","8","4","64","0","16","3","2","2","9","56",,,,,,,,,,,,"12","2798","2798","0","632","632","0","2166","2166","0","13","58","28","0","31","33","36","31","33","36",,,,"1629","95","2","0","80","5","1","0","5,000 - 9,999","California","At least 2 but less than 4 years","Public","Degree-granting","Suburb: Large","Title IV postsecondary institution","Degree-granting, associate's and certificates","5,000 - 9,999","9975","3913","6062","5948","9975","1712","813","5614","1836","0","3913","1193","305","2324","91","0","6062","519","508","3290","1745","0","23","R"
"112190","City College of San Francisco","2022","California","Public, 2-year","Yes","10,000 - 19,999","16134","4680","11454","8526","16134","2671","1255","10667","1541","0","4680","1097","366","3152","65","0","11454","1574","889","7515","1476","0","0","34","7","27","1","22","5","3","2","34","54","0","34","7","27","1","22","5","3","2","34","54",,,,,,,,,,,,"7",,,,,,,,,,,,,,"21","29","50","21","29","50",,,,"2550","95","12","0","106","4","3","0","10,000 - 19,999","California","At least 2 but less than 4 years","Public","Degree-granting","City: Large","Title IV postsecondary institution","Degree-granting, associate's and certificates","10,000 - 19,999","16134","4680","11454","8526","16134","2671","1255","10667","1541","0","4680","1097","366","3152","65","0","11454","1574","889","7515","1476","0","20","R"
"112385","Coastline Community College","2022","California","Public, 2-year","Yes","5,000 - 9,999","8077","610","7467","3117","8077","1058","1957","3656","1406","0","610","113","137","333","27","0","7467","945","1820","3323","1379","0","1","19","10","32","0","29","4","3","2","19","45","1","19","10","32","0","29","4","3","2","19","45",,,,,,,,,,,,"1","4614","4614","0","326","326","0","4288","4288","0","10","31","57","2","91","2","6","91","2","6",,,,"903","85","80","8","60","6","15","1","5,000 - 9,999","California","At least 2 but less than 4 years","Public","Degree-granting","City: Small","Title IV postsecondary institution","Degree-granting, associate's and certificates","5,000 - 9,999","8077","610","7467","3117","8077","1058","1957","3656","1406","0","610","113","137","333","27","0","7467","945","1820","3323","1379","0","30","R"
"112561","Columbia College","2022","California","Public, 2-year","Yes","1,000 - 4,999","2349","834","1515","1343","2349","347","121","1333","548","0","834","212","39","540","43","0","1515","135","82","793","505","0","2","2","2","22","0","70","0","1","0","2","57","2","2","2","22","0","70","0","1","0","2","57",,,,,,,,,,,,"9","800","800","0","193","193","0","607","607","0","21","43","34","2","30","43","27","30","43","27",,,,"337","97","0","0","0","0","10","3","1,000 - 4,999","California","At least 2 but less than 4 years","Public","Degree-granting","Rural: Fringe","Title IV postsecondary institution","Degree-granting, associate's and certificates","1,000 - 4,999","2349","834","1515","1343","2349","347","121","1333","548","0","834","212","39","540","43","0","1515","135","82","793","505","0","14","R"
"112686","Compton College","2022","California","Public, 2-year","Yes","1,000 - 4,999","4082","740","3342","1862","4082","351","372","1774","1585","0","740","174","104","452","10","0","3342","177","268","1322","1575","0","0","5","23","65","1","2","3","1","0","6","64","0","5","23","65","1","2","3","1","0","6","64",,,,,,,,,,,,"4","1419","1419","0","291","291","0","1128","1128","0","36","29","35","0","34","21","45","34","21","45",,,,"331","94","10","3","9","3","1","0","1,000 - 4,999","California","At least 2 but less than 4 years","Public","Degree-granting","Suburb: Large","Title IV postsecondary institution","Degree-granting, associate's and certificates","1,000 - 4,999","4082","740","3342","1862","4082","351","372","1774","1585","0","740","174","104","452","10","0","3342","177","268","1322","1575","0","14","R"
"112826","Contra Costa College","2022","California","Public, 2-year","Yes","5,000 - 9,999","5832","1384","4448","2877","5832","771","694","3092","1275","0","1384","377","100","877","30","0","4448","394","594","2215","1245","0","0","18","14","45","1","12","6","2","1","19","60","0","18","14","45","1","12","6","2","1","19","60",,,,,,,,,,,,"6","2010","2010","0","295","295","0","1715","1715","0","15","50","34","1","55","26","19","55","26","19",,,,"688","89","0","0","30","4","53","7","5,000 - 9,999","California","At least 2 but less than 4 years","Public","Degree-granting","Suburb: Large","Title IV postsecondary institution","Degree-granting, associate's and certificates","5,000 - 9,999","5832","1384","4448","2877","5832","771","694","3092","1275","0","1384","377","100","877","30","0","4448","394","594","2215","1245","0","20","R"
